Title	Text	Grade	Level
ဉာဏ် ဖွင့် ဆွေးနွေး နည်း ( Brain storming Method )	ကျောင်းသား များ သိ ထား ပြီး သော ဓလေ့ သုံး စကား များ ကို မေးမြန်း ဆွေးနွေး ခြင်း ။ ကျောင်းသား များ သိ ထား ပြီး သော ဗန်း စကား များ ကို မေးမြန်း ဆွေးနွေး ခြင်း ။	G12	Upper Secondary
နှစ် ယောက် တစ် တွဲ အပြန်အလှန် ပြော ဆို နည်း ၊ ( Dyadic Exchange Method )	လူ မှု ဆက်ဆံ ရေး တွင် ဗန်း စကား ကို အသုံးပြု ပြော ဆို ပုံ ကို ကျောင်းသား နှစ် ယောက် စီ အပြန်အလှန် ဆွေးနွေး ပြော ဆို ရန်	G12	Upper Secondary
ပူးပေါင်း ပါ ဝင် သင်ကြား နည်း ( Co-orpative learning Method )	အတူတကွ ပူးပေါင်း ဆောင်ရွက် ခြင်း ဖြင့် အဖွဲ့ ဝင် အားလုံး အပြော စွမ်းရည် ကျွမ်းကျင် လာ သည့် အပြင် ကျန် အဖွဲ့ များ ၏ အား နည်း ချက် ၊ အား သာ ချက် များ ကို သုံးသပ် တင်ပြ နိုင် ရန်	G12	Upper Secondary
အကြောင်းအရာ	၄ ။ အသွင် ကွဲ မြန်မာ စကား များ ၅ ။ စကား သင်္ကေတ ရော သုံး မှု ၆ ။ ဥပစာ	G12	Upper Secondary
သင်ယူ မှု ရလဒ်	အသွင် ကွဲ မြန်မာ စကား တစ် ခု က တစ် ခု ထက် ပို ၍ အဆင့်မြင့် သည် အဆင့် နိမ့် သည် ဟူ၍ မ ရှိ ဘဲ တစ် မျိုး စီ တစ် နည်း စီ အသွင် ကွဲ ပုံ များ ကို သိ ရှိ ပြီး လူ မှု ရေး နယ်ပယ် တွင် အသုံးချ နိုင် ရန် ။ စကား သင်္ကေတ ရော သုံး ခြင်း သည် ဘာ သာ စကား ထိ တွေ့ မှု နှင့် ဘာ သာ ရေး ၊ နိုင်ငံ ရေး ၊ စီးပွား ရေး ၊ ပညာ ရေး ၊ လူ မှု ဆက်ဆံ ရေး စ သည့် အကြောင်း အမျိုးမျိုး ကြောင့် ဖြစ် ပုံ ကို သိ ရှိ ပြီး လူ မှု ဆက်ဆံ ရေး နယ်ပယ် တွင် လက်တွေ့ အသုံးချ ပြော ဆို နိုင် ရန် မိမိ တို့ ဘာ သာ စကား ၏ သဘောသဘာဝ နှင့် လိုက်လျောညီထွေ ဖြစ် အောင် ပြုပြင် ဖန်တီး ထား သော မွေး စား စကားလုံး များ ကို အပြော စကား တွင် ထည့်သွင်း အသုံးပြု နိုင် ရန် ဘာ သာ စကား နယ်ပယ် တွင် တူညီ မှု ဆက်စပ် မှု ကို အခြေပြု ၍ တင် စား သုံး သော ဥပစာ တင် စား မှု ကို လက်တွေ့ ပြော ဆို အသုံးချ နိုင် ရန် လူ မှု ဆက်ဆံ ရေး နယ်ပယ် တွင် စကား ပြော ရာ ၌ တင် စား သုံး သော ဥပစာ အသုံးအနှုန်း တို့ ကို လက်တွေ့ အသုံးချ ပြော ဆို နိုင် စေ ရန် ။	G12	Upper Secondary
နှစ် ယောက် တစ် တွဲ အပြန်အလှန် ပြော ဆို နည်း ၊ ( Dyadic Exchange Method )	လူ မှု ဆက်ဆံ ရေး တွင် ဒေသိယ စကား ကို အသုံးပြု ပြော ဆို ပုံ ကို ကျောင်းသား နှစ် ယောက် စီ အပြန်အလှန် ဆွေးနွေး ပြော ဆို ရန်	G12	Upper Secondary
ပူးပေါင်း ဆောင်ရွက် မှု နည်း ( Collaborative learning Method )	ဆရာ က ကျောင်းသား များ ကို စကား သင်္ကေတ ရော သုံး ခြင်း နှင့် ဆိုင် သော မေးခွန်း တစ် ခု ပေး ရန် ကျောင်းသား များ က အချင်းချင်း အုပ်စု ဖွဲ့ ၍ ပူးပေါင်း ရှာဖွေ အဖြေ ထုတ် ရန် အတူတကွ ပူးပေါင်း ဆောင်ရွက် ခြင်း ဖြင့် အဖွဲ့ ဝင် အားလုံး အပြော စွမ်းရည် ကျွမ်းကျင် လာ သည့် အပြင် ကျန် အဖွဲ့ များ ၏ အား နည်း ချက် ၊ အား သာ ချက် များ ကို သုံးသပ် တင်ပြ နိုင် ရန်	G12	Upper Secondary
ဉာဏ် ဖွင့် ဆွေးနွေး နည်း ( Brain storming Method )	ကျောင်းသား များ သိ ထား ပြီး သည့် စကား သင်္ကေတ ရော သုံး သော စကားလုံး များ ကို မေးမြန်း ဆွေးနွေး ခြင်း ။ ကျောင်းသား များ သိ ထား ပြီး သည့် ဥပစာ စကားလုံး များ ကို မေးမြန်း ဆွေးနွေး ခြင်း ။	G12	Upper Secondary
အပြော သင်ခန်းစာ	၁ ။ မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ် သင်ခန်းစာ ခေါင်းစဉ် မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ်	G12	Upper Secondary
သင်ယူ မှု ရလဒ်	( ၁ ) မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ် တို့ ၏ ဆက်သွယ် ပုံ ကို သိ နားလည် ပြီး လက်တွေ့ အသုံးပြု နိုင် စေ ရန် ။ ( ၂ ) မြန်မာ စကား သံ အချို့ နှင့် အနက် အဓိပ္ပာယ် တို့ ဆက်သွယ် နေ ပုံ ကို သိ ရှိ ပြီး လူ မှု ဆက်ဆံ ရေး နယ်ပယ် တွင် လက်တွေ့ အသုံးပြု နိုင် ရန် ။	G12	Upper Secondary
သင်ကြား နည်းစနစ်	( ၁ ) ပူးပေါင်း ဆောင်ရွက် မှု နည်း ( Collaborative learning Method ) ( ၂ ) နှစ် ယောက် တစ် တွဲ အပြန်အလှန် ပြော ဆို နည်း ၊ ( Dyadic Exchange Method )	G12	Upper Secondary
သင်ကြား သင်ယူ မှု လုပ်ငန်းစဉ်	စာသင် ချိန် ၁ ချိန် တွင် လုပ်ငန်းစဉ် ၂ ခု ပြုလုပ် ရန်	G12	Upper Secondary
စာသင် ချိန်	၄ ချိန် ၊ ၁ ချိန် ၄၅ မိနစ်	G12	Upper Secondary
နိဒါန်း ပျိုး ခြင်း ၊ ရှင်းပြ ခြင်း	ယခု စာသင် ချိန် တွင် မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ် ဆက်စပ် မှု ရှိ ပါ သလား ။ ဟု သင်ခန်းစာ နှင့် ပတ်သက် ပြီး မည် မျှ သိ မည် ကို မေးခွန်း မေး ၍ အစ ပြု သင်ကြား ပါ ။ စာ ရေး သူ အကြောင်း ကို မိတ်ဆက် ပါ ။ စာ မိတ်ဆက် တွင် ပါ သော အကြောင်းအရာ များ ကို ပူးပေါင်း ဆောင်ရွက် မှု နည်း ဖြင့် ကျောင်းသား များ နှင့် ဆွေးနွေး ပါ ။ မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ် တို့ ၏ ဆက်သွယ် ပုံ ကို ကျောင်းသား များ နှင့် ဆွေးနွေး မေး မြန် ပြော ဆို ၍ အဖြေ ရှာ ပါ ။	G12	Upper Secondary
ရှင်းပြ ခြင်း ၊ လေ့ကျင့် ခြင်း	ဆရာ က မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ် တို့ ၏ ဆက်သွယ် ပုံ ကို ဖွင့် ဆို ရှင်းပြ ပါ ။ ဗျည်းသံ တူ လျှင် အနက် အဓိပ္ပာယ် တူညီ နီးစပ် မှု လည်း ရှိ ပုံ ၊ အချို့ သော ဗျည်းသံ များ သည် အနက် အဓိပ္ပာယ် ကို ပြုပြင် ပေး နိုင် စွမ်း ရှိ ပုံ ၊ အချို့ ဗျည်းသံ များ ကို ကာ ရန် တူ တ - ဗျည်း နှစ် လုံး ဆင့် တွဲ လျှင် အနက် အဓိပ္ပာယ် အတိုင်းအဆ ကို လျော့ပါး စေ သော သဘော ရှိ ပုံ တို့ ကို ရှင်းပြ ပါ ။ သာဓက - “ ဖြူ ၊ နီ ၊ ချို ၊ ချဉ် ’ တို့ ကို ကာ ရန် တူ တ - ဗျည်း နှစ် လုံး ဆင့် တွဲ လျှင် “ ဖြူတူတူ ၊ နီ တီတီ ၊ ချို တိုတို ၊ ချဉ် တဉ်တဉ်’ ဖြစ် လာ ပုံ ‘ ဖြူတူတူ ’ သည် ဖြူ လောက် အပြည့်အဝ မ ဖြူ ကြောင်း ၊ ဖြူ ၏ အနက် အဓိပ္ပာယ် အတိုင်းအဆ ကို လျော့ပါး စေ သော သဘော ရှိ ကြောင်း ဆွေးနွေး ရှင်းပြ ပါ ။ ထို့နောက် ကျောင်းသား အရေအတွက် ပေါ် မူတည် ၍ နှစ် ယောက် တစ် တွဲ အုပ်စု များ ဖွဲ့ ပါ ။ အုပ်စု တွင်း အချင်းချင်း ဆွေးနွေး စေ ၍ စကား သံ နှင့် အနက် အဓိပ္ပာယ် ဆက်စပ် မှု ကို ပူးပေါင်း ဖော်ထုတ် ပါ စေ ။ အုပ်စု တစ် စု ၏ အဖြေ ကို ကျန် အခြား အုပ်စု များ က အကဲဖြတ် ပါ စေ ။ ထို့နောက် ကျောင်းသား များ အုပ်စု လိုက် ထုတ်နုတ် ထား သည့် မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ် ဆက်စပ် မှု ရှိ သည့် စကားလုံး များ ကို ဆရာ က အမှား အမှန် စစ်ဆေး ပေး ပြီး လိုအပ် သည့် အချက် များ ကို ဖြည့်စွက် ပေး ၍ တပည့် များ နားလည် သာ အောင် ရှင်းပြ ပါ ။	G12	Upper Secondary
စစ်ဆေး အကဲဖြတ် ခြင်း	၁ ။ ဗျည်းသံ တူ လျှင် အနက် အဓိပ္ပာယ် တူညီ နီးစပ် မှု ရှိ ကြောင်း မည် သည့် စာ ကြောင်း များ က ပြော ဆို သွား သည် ကို သာဓက ပြ ပြော ဆို ပါ ။	G12	Upper Secondary
လေ့ကျင့် ရန် မေးခွန်း များ	ကျောင်း သုံး စာအုပ် ပါ လေ့ကျင့်ခန်း မေးခွန်း ၁ ကို အုပ်စု ဖွဲ့ ၍ ဖြစ် စေ နှစ် ယောက် တွဲ ၍ ဖြစ် စေ လက်တွေ့ ပြော ဆို ဆွေးနွေး ပါ ။ ဆရာ က မြန်မာ စကား သံ နှင့် အနက် အဓိပ္ပာယ် ဆက်စပ် မှု အဖြေ မှန် ၊ မ မှန် စစ်ဆေး ပါ ။	G12	Upper Secondary
သင်ကြား ခြင်း	ယခု စာသင် ချိန် တွင် ပထမ စာသင် ချိန် က ပြုလုပ် ခဲ့ သော ဗျည်းသံ တူ လျှင် အနက် အဓိပ္ပာယ် တူညီ နီးစပ် မှု ရှိ ကြောင်း နှင့် “ ဖြူ ၊ နီ ၊ ချို ၊ ချဉ် ’ တို့ ကို ကာ ရန် တူ တ - ဗျည်း နှစ် လုံး ဆင့် တွဲ လျှင် “ ဖြူတူတူ ၊ နီ တီတီ ၊ ချို တိုတို ၊ ချဉ် တဉ်တဉ်’ ဖြစ် လာ ပုံ များ ကို ကျောင်းသား အချင်းချင်း အပြန်အလှန် ဆွေးနွေး ပါ ။	G12	Upper Secondary
သင်ကြား ခြင်း လေ့ကျင့် ခြင်း	"ကျောင်းသား များ ကို အုပ်စု များ ဖွဲ့ ၍ အုပ်စု လိုက် ဆွေးနွေး စေ ပြီး မှ ဆွေးနွေး မှု ရလဒ် များ ကို အုပ်စု ခေါင်းဆောင် များ က ကိုယ်စားပြု ရှင်းလင်း တင်ပြ ရန် ။ အပြောအဆို ပိုင်း တွင် စကား သံ နှင့် အနက် အဓိပ္ပာယ် ဆက်စပ် မှု ကို မည် သို့ အသုံးပြု နိုင် ပုံ ကို သေချာ စွာ လေ့လာ ရ မည် ဖြစ် ကြောင်း သင် ပါ ။ သံ ညင်း ၊ သံ ပြင်း ကွဲပြား မှု နှင့် အနက် အဓိပ္ပာယ် ဆက်စပ် မှု ရှိ ကြောင်း ၊ သံ ညင်း သည် ကြိယာ အနက် ရ ပြီး သံ ပြင်း သည် နာမ် အနက် ရ သည့် စကားလုံး ဖြစ် ပြီး ၊ မြေ ကြီး ကို “ ကော် ’ ရ သော ပစ္စည်း ကို “ ဂေါ် ’ ဟု ခေါ် ပုံ ‘ ကော် ” နှင့် “ ဂေါ် ” သည် သံ ညင်း ၊ သံ ပြင်း အတွဲ ဖြစ် ပုံ တို့ ကို နမူနာ ပြ ၍ အခြား စကားလုံး “ ခွေ ’ ထား သော ပစ္စည်း ကို “ ဂွေ ’ ကျောကုန်း နှင့် လည်ကုပ် ‘ ဆက် ’ နေ သည့် နေ ရာ ကို ‘ ဇက် ’‘ စောက် ” သည့် နေ ရာ ကို ‘ ဇောက် ’‘ ထောက် ’ ရ သော ပစ္စည်း ကို ‘ ဒေါက် ’“ ဖိ ’ ရ သည့် ပစ္စည်း ကို “ ဘိ ’"" ဖွဲ့ "" ထား သော စာ ကို “ ဘွဲ့ ’ စ သော စကားလုံး များ သည် သံ ညင်း ၊ သံ ပြင်း အတွဲ များ ဖြစ် သည် ။ ရှေ့ စကားလုံး များ သည် ကြိယာ အနက် ရ ၍ နောက် စကားလုံး များ သည် နာမ် အနက် ရ ကြောင်း သာဓက အပြော ဝါကျ များ ဖြင့် ရှင်းပြ ပါ ။"	G12	Upper Secondary
စစ်ဆေး အကဲဖြတ် ခြင်း	၁ ။ တက် ကျ သံ နှင့် အနက် အဓိပ္ပာယ် ဆက်သွယ် မှု ရှိ ကြောင်း ကို ပြော စကား များ အရ ၊ အသုံးအဆောင် ပစ္စည်း များ နှင့် ကျိုး ကြောင်း ပြ အပြန်အလှန် ဆွေးနွေး ပါ ။ ၂ ။ ဗျည်းသံ အချို့ တွင် ကာ ရန် တူ တ - နှစ် လုံး ကို ဆင့် တွဲ လျှင် အနက် အဓိပ္ပာယ် လျော့ပါး တတ် ကြောင်း သင် သိ သော စကားလုံး များ ကို သုံး ၍ အုပ်စု ဖွဲ့ ဆွေးနွေး တင်ပြ ပါ ။ ၃ ။ ဆရာ က မှန် ၊ မ မှန် ကို စစ်ဆေး ပါ ။	G12	Upper Secondary
