Word	Count
အဒေါ်ကြီး	1
စေ့	1
အနက်	1
ဖန်တီး	1
ရှေးသရော	1
လက်ပံပင်ကြီး	1
စုံ	1
ပျံ	1
တစ်နေ့သ၌	1
လွင့်	1
အတွင်း	1
မျက်လုံး	1
ခွဲခွာ	1
ကျွန်း	1
နတ်သမီး	1
တူညီ	1
အချက်	1
အရောင်ခြယ်	1
ခွေး	1
•	1
တိုင်ပင်	1
အပြန်အလှန်	1
ခေါင်းမြီးခြုံ	1
လုံ	1
ဆံမြိတ်ချ	1
ကျောက်တန်း	1
ဒိုက်	1
သီး	1
ကြိမ်	1
တစ်သက်	1
ဗိုက်	1
သောင်ထွန်း	1
ရတနာပုံ	1
သဘောထား	1
မန္တလေး	1
ငြင်း	1
နိုင်ငံ့	1
သယ်ပိုး	1
ဝှေ့တောင်း	1
ခဏ	1
ချော့	1
တစ်ခါတလေ	1
ပိုင်ရှင်	1
ညောင်	1
ခရီးထွက်	1
လှမ်း	1
ခုန်အုပ်	1
မြန်	1
ခမျာ	1
ကျန်	1
ညနေ	1
ဘာမဆို	1
ပြောင်းလဲ	1
စည်	1
ရွှေရောင်	1
ပဲ့ပြင်	1
ယှဉ်	1
ဉာဏ်	1
လက်ရွေးစင်	1
လွန်း	1
ဒေါသ	1
အကြီးမ	1
နင်	1
..	1
ချိန်ခွင်	1
တုံး	1
ငွေတာရီ	1
ဟာသ	1
မြော်မြင်	1
မှီငြမ်း	1
ကွာခြား	1
(၅)အ	1
ဖြင်	1
စီရင်	1
အိမ်ထောင်	1
အရေး	1
စီမံ	1
ဝင်း	1
ဝိုင်းဝိုင်း	1
အဝတ်စ	1
လယ်တော	1
သက်သာ	1
လာမဲ့	1
သောကြာ	1
ပုံပြော	1
အကြောင်းကြား	1
ဖုန်း	1
လူကြီး	1
အခြားသူ	1
အနား	1
ဟုတ်ပါတယ်	1
တောအုပ်	1
လည်	1
နှစ်သိမ့်	1
ဖို	1
သတိပေး	1
မောင်ပို့	1
သနား	1
ကျေးဇူးကန်း	1
ဒေါ်လေး	1
လုပ်ကိုင်	1
မင်းသား	1
ကန်သင်းရိုး	1
မင်းသမီး	1
ဇော်ဂျီ	1
ပလွေ	1
ဓား	1
ခင်းကျင်း	1
၉	1
တိမ်တောင်	1
ကောက်စိုက်သမ	1
စပါးပင်	1
ကျွန်မ	1
စိုက်ခင်း	1
အားဖြင့်	1
ရင်းရင်းနှီးနှီး	1
ဝါ	1
နှမ်း	1
ဆိတ်	1
ကျွဲ	1
ဝါဂွမ်း	1
အကုန်	1
ယုံလွယ်	1
သလောက်	1
သို့မဟုတ်	1
လိပ်စာ	1
အလယ်	1
ဖွင့်	1
နေ့တိုင်း	1
လွှင့်ထူ	1
ကျောင်းတက်	1
ဆရာမ	1
ကျောင်းသူ	1
ငြိမ်သက်	1
၆၀	1
ထို့နောက်	1
အမိန့်ပေး	1
ရောင်ခြည်	1
လက်တံ	1
ကြယ်ဖြူ	1
အောက်ခံ	1
ကြိုးပမ်းမှု	1
သုံးရောင်ခြယ်	1
၇ဝ	1
၄၇	1
စည်းလုံး	1
နိုင်ငံတကာ	1
CREATEjiCA	1
အခြေခံ	1
မူလတန်း	1
သင်ရိုးညွှန်းတမ်း	1
ရေးဆွဲ	1
ပြုစု	1
အကောင်အထည်ဖော်	1
ဂျပန်	1
ပူးပေါင်း	1
၃၅	1
အေဂျင်စီ	1
JICA	1
နည်းပညာ	1
ပံ့ပိုး	1
ကူညီမှု	1
စာမျက်နှာ	1
၁၀	1
၂၃	1
အလေးအမြတ်	1
ကြီးမား	1
နားမလည်	1
ဆင်ယင်	1
သုတ်သင်	1
သက်ဆုံး	1
ငယ်စဉ်	1
စည်းကမ်း	1
ဆုံးမ	1
အရွယ်	1
ကျန်းမာ	1
ဝတ်စား	1
မြတ်နိုး	1
လေ့ကျင့်ခန်း	1
ကြင်	1
(င)အ	1
ဟာသပုံပြင်)	1
ဈေးသည်	1
ပျို	1
လည်လည်ဝယ်ဝယ်	1
တက်တက်ကြွကြွ	1
မျှ	1
ဝတ်စုံ	1
သတိရ	1
တိုင်းရင်းသား	1
စင်ကြယ်	1
ရင်းနှီး	1
စည်းလုံးညီညွတ်	1
ကြွယ်ဝ	1
မျှတ	1
အေးချမ်း	1
စိမ်းလန်းစိုပြည်	1
ရဲရင့်	1
ပြတ်သား	1
ဖြောင့်မတ်	1
သစ္စာ	1
မှန်ကန်	1
တရား	1
ပြည့်ဝ	1
ပြည့်စုံ	1
အတင်အချ	1
ကိုင်တွယ်	1
နိုင်ငံသား	1
ထိန်းသိမ်း	1
ပြစ်မှား	1
ခုံ	1
ဒုတိယ	1
မှား	1
ပျံဝဲ	1
စက်မှုလက်မှု	1
နှင့်အမျှ	1
တွန်းအား	1
အားလပ်	1
ဂျာနယ်	1
တကယ်	1
ဖိုးချို	1
တောင်တန်း	1
အကျယ်	1
ကမ္ဘာမြေကြီး	1
စိတ်ကူး	1
(ဆ	1
ပါဌ်	1
ဏ္ဌာန်-ဂ္ဂိုလ်	1
သမ္ဗန်	1
လိမ္မော်သီး	1
မိုးတိမ်	1
မည်းမည်း	1
အမြင့်	1
ယက်	1
ကုန်း	1
အဆုံး	1
နီး	1
အိပ်	1
၃၇	1
ထ	1
အထင်သေး	1
တစ်ရေးအိပ်	1
ဦးစွာ	1
အမူအကျင့်	1
၃၈	1
ခရီးလမ်း	1
ရွှေပဟိုရ်	1
စည်သံ	1
တိုင်းဌာနီ	1
ပဟိုရ်ပြု	1
မို့	1
ဆက်သွယ်	1
လွယ်ကူ	1
ချောမွေ့	1
ဟည်း	1
သည်းထန်	1
ထမင်း	1
အင်ဂျင်နီယာ	1
ထူးဆန်း	1
နောက်ထပ်	1
ဟယ်	1
ငှက်ကြွား	1
ဝိုင်း	1
မိမိ	1
ထံ	1
အထင်	1
တိုက်	1
ပတ်	1
စက်ရုံ	1
တံတား	1
တူးမြောင်း	1
ဆည်ကန်	1
မင်းယုဝေ	1
ရွတ်ဆို	1
ပထမဆုံး	1
တည်ထောင်	1
ကျောင်းပိတ်ရက်	1
ကျွန်းသစ်	1
လုတ်	1
ခြောက်	1
လက်ဖက်ကြုတ်	1
ထင်းခုတ်သူ	1
တင်းပုတ်	1
လွင်ပြင်	1
မြေပြန့်	1
သတင်း	1
ဖြန့်	1
လှန့်	1
လန့်	1
ယွန်းအစ်	1
ခတ္တာ	1
ပတ္တာ	1
ရုက္ခဗေဒ	1
ပါမောက္ခ	1
တက်ကြွ	1
မြွက်ဟ	1
ကျောက္ကာ	1
စစ်	1
နံနက်	1
ပြိုင်	1
ဖိုးရွှေယုန်	1
သီးနှံ	1
တွန်သံ	1
ချို	1
ကွန်းခို	1
နန်း	1
မြင်ကွင်း	1
အစားအစာ	1
အပျော်ဆုံး	1
စတင်	1
နွားထီး	1
ဥဒေါင်း	1
နို့	1
အသား	1
သယ်ယူ	1
ပို့ဆောင်	1
ခေတ်	1
နည်းပါး	1
သော်လည်း	1
အလှူ	1
မြိုင်စောင်း	1
ခါးပန်း	1
လှည့်	1
ပိတ်	1
ပထမဦးဆုံး	1
နှစ်ပေါင်းများစွာ	1
အသက်	1
တောင်းပန်	1
ခိုလှုံ	1
အကိုင်း	1
အခွင့်အရေး	1
လက်တွေ့	1
ကြိုက်	1
တောင်ကြော့	1
စိမ်းလဲ့	1
ညို	1
ရောင်	1
သိမ်း	1
နွဲ့	1
မြူခိုး	1
မှောင်	1
ဟို	1
လောင်း	1
အခမ်းအနား	1
နှေး	1
ငြင်းဆန်	1
ချောင်းရိုး	1
ကောင်းကျိုး	1
ဖြိုးဖြိုး	1
ဖြောက်ဖြောက်	1
ဗြောက်အိုး	1
ဖောက်	1
ခြောက်လှန့်	1
ကြောက်လန့်	1
ပြင်းထန်	1
ပျူ	1
အကြိုအကြား	1
ဆောင့်	1
ကြွားကြွား	1
ဖောက်ပြား	1
မြောက်မြား	1
ချက်	1
တွေ့ဆုံ	1
ကိုရွှေလိပ်	1
လူမျိုး	1
တော်	1
တခမ်းတနား	1
တင်းကုပ်	1
ဆဲ	1
မောင်း	1
ချော	1
မြက်	1
ကောက်ရိုး	1
နှမ်းဖတ်	1
နွားတင်းကုပ်	1
ဆောက်	1
အကျိုးပြု	1
မျှော်	1
အမျိုးအစား	1
ကိုကကြီး	1
ကိုရွှေဗျည်း	1
မသရ	1
ပျာယီးပျာယာ	1
ယောင်ချာချာ	1
ဗျာ	1
လျာထား	1
တိုး	1
